student_id,major,age,gender,prior_gpa,credits_failed_pct,financial_aid,tuition_status,graduated,logins_q1,logins_q2,logins_q3,time_on_materials_min_q1,time_on_materials_min_q2,time_on_materials_min_q3,forum_posts_q1,forum_posts_q2,forum_posts_q3,login_velocity,time_velocity,total_logins,total_time,total_forum_posts,is_ghost,early_engagement_academic_friction,total_login_academic_friction,total_time_academic_friction
28457,Computer Science,20.0,Female,2.92,0.0432583650431539,Private Scholarship,Paid,1,5.0,8.0,2.0,101.0,141.0,55.0,2.0,3.0,0.0,-3.0,-46.0,15.0,297.0,5.0,0,0.007209727507192316,0.0027036478151971186,0.00014516229880252987
76369,Computer Science,24.0,Female,3.42,0.1750563608146019,Federal Grant,Paid,1,7.0,7.0,3.0,189.0,171.0,109.0,1.0,0.0,2.0,-4.0,-80.0,17.0,469.0,3.0,0,0.02188204510182524,0.009725353378588994,0.0003724603421587275
63838,Arts,22.0,Male,2.48,0.0985866102176064,Federal Grant,Paid,1,9.0,4.0,6.0,178.0,102.0,172.0,1.0,3.0,2.0,-3.0,-6.0,19.0,452.0,6.0,0,0.00985866102176064,0.00492933051088032,0.00021763048613158146
97988,Computer Science,26.0,Female,2.3,0.2825256231972011,Federal Grant,Paid,1,2.0,6.0,7.0,75.0,199.0,182.0,2.0,4.0,3.0,5.0,107.0,15.0,456.0,9.0,0,0.09417520773240036,0.01765785144982507,0.0006182179938669609
60730,Arts,22.0,Male,3.13,0.0202404849058839,Federal Grant,Delinquent,1,6.0,7.0,3.0,186.0,181.0,55.0,3.0,2.0,0.0,-3.0,-131.0,16.0,422.0,5.0,0,0.0028914978436976996,0.001190616759169641,4.7849846113200705e-05
68964,Computer Science,20.0,Male,3.33,0.2055019612164298,Student Loan,Delinquent,1,4.0,7.0,8.0,121.0,131.0,140.0,0.0,1.0,1.0,4.0,19.0,19.0,392.0,2.0,0,0.04110039224328596,0.01027509806082149,0.0005229057537313736
31336,Mathematics,22.0,Prefer not to say,3.9,0.0438831130635559,Federal Grant,Paid,1,8.0,5.0,4.0,186.0,116.0,75.0,0.0,0.0,1.0,-4.0,-111.0,17.0,377.0,1.0,0,0.004875901451506211,0.0024379507257531055,0.00011609289170252883
50486,Computer Science,21.0,Female,3.22,0.218868415052311,Federal Grant,Paid,1,8.0,4.0,3.0,221.0,119.0,72.0,0.0,1.0,1.0,-5.0,-149.0,15.0,412.0,2.0,0,0.024318712783590112,0.013679275940769437,0.0005299477362041429
27240,Arts,24.0,Male,3.14,0.2307306889735886,No Aid,Deferred,1,3.0,7.0,3.0,113.0,194.0,77.0,1.0,1.0,0.0,0.0,-36.0,13.0,384.0,2.0,0,0.05768267224339715,0.01648076349811347,0.0005993004908404899
91504,Business,23.0,Female,2.95,0.0893190185742378,Federal Grant,Delinquent,1,3.0,4.0,7.0,50.0,108.0,211.0,1.0,1.0,4.0,4.0,161.0,14.0,369.0,6.0,0,0.02232975464355945,0.00595460123828252,0.0002414027529033454
29908,Computer Science,23.0,Non-binary,2.56,0.0122868789577222,Student Loan,Paid,1,5.0,7.0,3.0,111.0,157.0,79.0,1.0,0.0,0.0,-2.0,-32.0,15.0,347.0,1.0,0,0.0020478131596203667,0.0007679299348576375,3.5307123441730456e-05
69958,Computer Science,22.0,Male,3.9,0.5574437095137541,Student Loan,Delinquent,0,11.0,5.0,5.0,246.0,120.0,125.0,2.0,0.0,0.0,-6.0,-121.0,21.0,491.0,2.0,0,0.046453642459479506,0.02533835043244337,0.0011330156697434027
19600,Computer Science,21.0,Female,3.42,0.1239660513346349,Private Scholarship,Paid,1,12.0,2.0,10.0,241.0,61.0,236.0,4.0,2.0,2.0,-2.0,-5.0,24.0,538.0,8.0,0,0.009535850102664223,0.004958642053385396,0.00022999267409023173
77051,Arts,22.0,Male,2.95,0.0605564027042598,No Aid,Deferred,1,4.0,5.0,5.0,80.0,116.0,157.0,2.0,1.0,2.0,1.0,77.0,14.0,353.0,5.0,0,0.012111280540851959,0.00403709351361732,0.00017106328447531017
53035,Computer Science,28.0,Female,3.06,0.0523195618109147,No Aid,Paid,1,7.0,6.0,5.0,165.0,199.0,155.0,1.0,3.0,0.0,-2.0,-10.0,18.0,519.0,4.0,0,0.006539945226364337,0.002753661147942879,0.00010061454194406673
91367,Computer Science,22.0,Female,3.92,0.1200486245030992,Private Scholarship,Paid,1,3.0,10.0,5.0,56.0,191.0,134.0,1.0,3.0,0.0,2.0,78.0,18.0,381.0,4.0,0,0.0300121561257748,0.006318348658057853,0.00031426341492957904
83919,Arts,31.0,Female,2.97,0.3412267465877358,Federal Grant,Paid,0,11.0,3.0,3.0,200.0,72.0,78.0,2.0,0.0,2.0,-8.0,-122.0,17.0,350.0,4.0,0,0.02843556221564465,0.018957041477096433,0.0009721559731844324
32668,Arts,24.0,Female,3.99,0.0869829336727694,Federal Grant,Paid,1,5.0,9.0,6.0,159.0,149.0,191.0,0.0,2.0,4.0,1.0,32.0,20.0,499.0,6.0,0,0.014497155612128233,0.0041420444606080666,0.00017396586734553878
87561,Computer Science,22.0,Female,3.14,0.116722435299847,No Aid,Delinquent,1,5.0,2.0,2.0,131.0,81.0,60.0,1.0,0.0,1.0,-3.0,-71.0,9.0,272.0,2.0,0,0.019453739216641164,0.011672243529984699,0.0004275547080580476
43097,Computer Science,32.0,Male,3.83,0.1339093627325042,Student Loan,Deferred,1,2.0,4.0,4.0,59.0,115.0,111.0,0.0,3.0,1.0,2.0,52.0,10.0,285.0,4.0,0,0.04463645424416807,0.012173578430227655,0.00046821455500875597
47503,Computer Science,43.0,Female,3.45,0.2654104544776743,Private Scholarship,Paid,1,4.0,10.0,7.0,136.0,227.0,162.0,1.0,2.0,2.0,3.0,26.0,21.0,525.0,5.0,0,0.05308209089553486,0.012064111567167014,0.0005045826130754264
61871,Arts,18.0,Female,2.22,0.0263433596947761,Student Loan,Paid,1,2.0,9.0,6.0,63.0,208.0,165.0,1.0,1.0,1.0,4.0,102.0,17.0,436.0,3.0,0,0.0087811198982587,0.0014635199830431167,6.028228763106659e-05
99641,Business,26.0,Male,3.23,0.3908252964640638,Private Scholarship,Paid,1,10.0,7.0,5.0,162.0,201.0,75.0,0.0,2.0,2.0,-5.0,-87.0,22.0,438.0,4.0,0,0.03552957240582398,0.01699240419408973,0.0008902626343144961
19162,Computer Science,20.0,Male,3.91,0.1643950091992903,Student Loan,Paid,1,9.0,1.0,4.0,248.0,51.0,63.0,5.0,1.0,0.0,-5.0,-185.0,14.0,362.0,6.0,0,0.016439500919929028,0.010959667279952685,0.00045287881322118536
75487,Business,19.0,Male,2.67,0.2323927971196114,Federal Grant,Paid,1,9.0,7.0,7.0,159.0,214.0,187.0,3.0,0.0,0.0,-2.0,28.0,23.0,560.0,3.0,0,0.023239279711961137,0.00968303321331714,0.0004142474101953857
90474,Computer Science,21.0,Female,2.23,0.1047399306782336,Private Scholarship,Delinquent,1,13.0,6.0,6.0,248.0,171.0,160.0,1.0,4.0,1.0,-7.0,-88.0,25.0,579.0,6.0,0,0.0074814236198738285,0.004028458872239754,0.00018058608737626483
53283,Arts,22.0,Female,3.02,0.0204198212754153,Federal Grant,Deferred,1,11.0,3.0,8.0,185.0,93.0,140.0,4.0,0.0,0.0,-3.0,-45.0,22.0,418.0,4.0,0,0.001701651772951275,0.0008878183163224043,4.873465698189809e-05
53275,Arts,36.0,Male,2.6,0.3259227099342759,Student Loan,Paid,1,12.0,7.0,6.0,205.0,150.0,157.0,1.0,1.0,5.0,-6.0,-48.0,25.0,512.0,7.0,0,0.025070977687251993,0.012535488843625996,0.0006353269199498556
24592,Business,18.0,Female,3.54,0.2753589899299115,Private Scholarship,Deferred,0,5.0,9.0,10.0,139.0,244.0,249.0,1.0,3.0,1.0,5.0,110.0,24.0,632.0,5.0,0,0.04589316498831858,0.011014359597196459,0.0004350063032068112
44059,Mathematics,27.0,Female,2.41,0.2988959911175078,Federal Grant,Paid,1,4.0,11.0,2.0,118.0,222.0,53.0,0.0,3.0,0.0,-2.0,-65.0,17.0,393.0,3.0,0,0.05977919822350156,0.016605332839861545,0.0007586192667957051
48344,Computer Science,21.0,Female,3.48,0.0220895175429775,Federal Grant,Paid,1,7.0,13.0,6.0,206.0,245.0,181.0,2.0,5.0,1.0,-1.0,-25.0,26.0,632.0,8.0,0,0.0027611896928721874,0.000818130279369537,3.4896552200596365e-05
74721,Computer Science,21.0,Male,2.82,0.0259941818079585,Federal Grant,Paid,1,13.0,5.0,7.0,204.0,106.0,120.0,1.0,1.0,1.0,-6.0,-84.0,25.0,430.0,3.0,0,0.0018567272719970356,0.0009997762233830193,6.0311326700599766e-05
59799,Mathematics,24.0,Female,3.88,0.1308422105279371,Federal Grant,Paid,1,7.0,5.0,6.0,155.0,112.0,159.0,2.0,0.0,3.0,-1.0,4.0,18.0,426.0,5.0,0,0.016355276315992137,0.006886432133049321,0.00030642203870711264
45437,Computer Science,23.0,Male,3.15,0.107795339849465,No Aid,Paid,1,7.0,5.0,5.0,155.0,149.0,88.0,4.0,3.0,1.0,-2.0,-67.0,17.0,392.0,8.0,0,0.013474417481183125,0.005988629991636945,0.0002742883965635242
37303,Computer Science,25.0,Male,3.77,0.0613283180947324,Private Scholarship,Delinquent,1,11.0,8.0,11.0,200.0,235.0,228.0,1.0,5.0,2.0,0.0,28.0,30.0,663.0,8.0,0,0.0051106931745610335,0.0019783328417655615,9.236192484146446e-05
13502,Arts,19.0,Female,2.51,0.1241604011281132,Federal Grant,Paid,1,6.0,9.0,5.0,149.0,198.0,145.0,1.0,2.0,1.0,-1.0,-4.0,20.0,492.0,4.0,0,0.01773720016115903,0.005912400053719676,0.0002518466554322783
86979,Computer Science,23.0,Male,3.89,0.0175920716855356,Private Scholarship,Deferred,1,11.0,4.0,3.0,186.0,103.0,84.0,2.0,0.0,0.0,-8.0,-102.0,18.0,373.0,2.0,0,0.0014660059737946335,0.0009258985097650316,4.70376248276353e-05
39916,Computer Science,26.0,Male,2.43,0.1598082819916434,Private Scholarship,Paid,1,2.0,2.0,6.0,73.0,85.0,115.0,2.0,0.0,0.0,4.0,42.0,10.0,273.0,2.0,0,0.0532694273305478,0.014528025635603946,0.0005832419050789906
10265,Mathematics,23.0,Male,3.89,0.1836232754332514,Private Scholarship,Delinquent,1,8.0,4.0,5.0,236.0,74.0,147.0,3.0,1.0,2.0,-3.0,-89.0,17.0,457.0,6.0,0,0.020402586159250155,0.010201293079625078,0.0004009241821686712
15809,Computer Science,23.0,Male,3.75,0.3307287953406033,No Aid,Paid,1,4.0,4.0,6.0,132.0,73.0,104.0,1.0,1.0,2.0,2.0,-28.0,14.0,309.0,4.0,0,0.06614575906812066,0.02204858635604022,0.0010668670817438816
62005,Mathematics,22.0,Male,2.4,0.1092979811922112,Student Loan,Paid,1,4.0,9.0,7.0,139.0,238.0,189.0,1.0,1.0,1.0,3.0,50.0,20.0,566.0,3.0,0,0.02185959623844224,0.005204665771057676,0.00019276539892806207
19149,Computer Science,23.0,Female,3.31,0.0503246926799751,Student Loan,Delinquent,1,2.0,8.0,10.0,51.0,151.0,171.0,0.0,2.0,0.0,8.0,120.0,20.0,373.0,2.0,0,0.0167748975599917,0.0023964139371416716,0.00013455800181811525
32895,Computer Science,20.0,Female,2.74,0.2770262806915655,No Aid,Paid,1,10.0,11.0,6.0,226.0,223.0,168.0,3.0,0.0,1.0,-4.0,-58.0,27.0,617.0,4.0,0,0.025184207335596863,0.009893795738984482,0.00044826259011580176
15089,Computer Science,20.0,Female,2.8,0.0462156618523636,No Aid,Paid,1,4.0,5.0,5.0,65.0,114.0,154.0,0.0,1.0,0.0,1.0,89.0,14.0,333.0,1.0,0,0.00924313237047272,0.003081044123490907,0.0001383702450669569
21186,Computer Science,20.0,Female,2.08,0.2051859166632627,No Aid,Paid,1,4.0,5.0,12.0,98.0,125.0,224.0,0.0,1.0,2.0,8.0,126.0,21.0,447.0,3.0,0,0.041037183332652535,0.00932663257560285,0.00045800427826621137
30824,Business,21.0,Female,3.66,0.0120128496013782,No Aid,Paid,1,10.0,8.0,10.0,248.0,186.0,212.0,1.0,0.0,2.0,0.0,-36.0,28.0,646.0,3.0,0,0.0010920772364889273,0.0004142361931509724,1.856700092948717e-05
42417,Computer Science,21.0,Female,2.52,0.0527433687464897,Student Loan,Paid,1,3.0,10.0,8.0,101.0,159.0,175.0,1.0,1.0,3.0,5.0,74.0,21.0,435.0,5.0,0,0.013185842186622426,0.002397425852113168,0.00012097102923506812
52576,Computer Science,25.0,Female,3.54,0.0051368082066446,Federal Grant,Paid,1,5.0,6.0,5.0,135.0,116.0,110.0,1.0,0.0,0.0,0.0,-25.0,16.0,361.0,1.0,0,0.0008561347011074334,0.00030216518862615296,1.4190077918907735e-05
92059,Computer Science,22.0,Female,3.18,0.5864209347746121,Federal Grant,Paid,0,9.0,3.0,8.0,163.0,79.0,230.0,2.0,1.0,1.0,-1.0,67.0,20.0,472.0,4.0,0,0.05864209347746121,0.02792480641783867,0.0012397905597771926
29737,Mathematics,19.0,Male,3.94,0.0470290514578224,No Aid,Paid,1,12.0,8.0,7.0,193.0,138.0,131.0,1.0,1.0,0.0,-5.0,-62.0,27.0,462.0,2.0,0,0.0036176193429094156,0.0016796089806365142,0.00010157462517888208
56681,Computer Science,19.0,Male,2.4,0.4690296297494628,Federal Grant,Paid,0,3.0,5.0,7.0,100.0,135.0,134.0,1.0,0.0,1.0,4.0,34.0,15.0,369.0,2.0,0,0.1172574074373657,0.029314351859341423,0.001267647647971521
52284,Computer Science,20.0,Female,2.64,0.2014197661386268,Federal Grant,Deferred,1,13.0,5.0,7.0,232.0,103.0,176.0,4.0,2.0,4.0,-6.0,-56.0,25.0,511.0,10.0,0,0.014387126152759057,0.007746914082254877,0.0003933979807395055
97669,Computer Science,29.0,Prefer not to say,2.33,0.1747030777618829,Private Scholarship,Paid,1,9.0,15.0,8.0,248.0,241.0,161.0,4.0,4.0,0.0,-1.0,-87.0,32.0,650.0,8.0,0,0.01747030777618829,0.005294032659450997,0.0002683611025528155
69780,Mathematics,24.0,Female,3.66,0.0125208057821147,No Aid,Paid,1,6.0,7.0,7.0,145.0,203.0,203.0,0.0,7.0,4.0,1.0,58.0,20.0,551.0,11.0,0,0.0017886865403021,0.0005962288467673667,2.2682619170497646e-05
71251,Computer Science,25.0,Female,2.66,0.2303272710711899,Private Scholarship,Paid,1,8.0,3.0,6.0,156.0,59.0,129.0,0.0,0.0,1.0,-2.0,-27.0,17.0,344.0,1.0,0,0.025591919007909986,0.012795959503954993,0.000667615278467217
20406,Computer Science,19.0,Male,2.39,0.429848838512819,Federal Grant,Paid,1,4.0,5.0,10.0,115.0,146.0,239.0,0.0,1.0,3.0,6.0,124.0,19.0,500.0,4.0,0,0.0859697677025638,0.02149244192564095,0.0008579817135984411
77841,Business,22.0,Male,3.18,0.3034893929592848,Student Loan,Paid,1,5.0,9.0,9.0,145.0,198.0,247.0,2.0,2.0,2.0,4.0,102.0,23.0,590.0,6.0,0,0.05058156549321413,0.012645391373303533,0.0005135184314031891
48027,Arts,21.0,Female,2.76,0.1526062460468946,Student Loan,Deferred,1,8.0,8.0,10.0,234.0,164.0,177.0,2.0,3.0,3.0,2.0,-57.0,26.0,575.0,8.0,0,0.016956249560766065,0.005652083186922023,0.00026494139938696977
83354,Computer Science,17.0,Male,3.62,0.0464751017238217,No Aid,Deferred,1,5.0,3.0,12.0,108.0,82.0,226.0,0.0,2.0,2.0,7.0,118.0,20.0,416.0,4.0,0,0.007745850287303617,0.0022131000820867475,0.00011145108327055564
37733,Arts,20.0,Female,3.53,0.5966216331934114,No Aid,Paid,0,7.0,4.0,10.0,171.0,93.0,249.0,2.0,0.0,0.0,3.0,78.0,21.0,513.0,2.0,0,0.07457770414917643,0.027119165145155066,0.0011607424770299834
43810,Computer Science,21.0,Male,2.24,0.0461992786853898,Private Scholarship,Paid,1,4.0,6.0,11.0,79.0,173.0,249.0,1.0,2.0,1.0,7.0,170.0,21.0,501.0,4.0,0,0.00923985573707796,0.0020999672129722634,9.203043562826653e-05
14287,Computer Science,19.0,Male,3.71,0.0347004774277536,Federal Grant,Paid,1,10.0,2.0,12.0,200.0,85.0,207.0,0.0,1.0,5.0,2.0,7.0,24.0,492.0,6.0,0,0.003154588857068509,0.0013880190971101438,7.038636395081866e-05
18959,Computer Science,37.0,Female,3.97,0.3357891348918445,No Aid,Deferred,0,7.0,9.0,8.0,229.0,231.0,131.0,4.0,3.0,1.0,1.0,-98.0,24.0,591.0,8.0,0,0.04197364186148056,0.01343156539567378,0.000567211376506494
58416,Computer Science,23.0,Female,3.5,0.5301696051634656,Private Scholarship,Paid,0,9.0,10.0,11.0,201.0,234.0,244.0,0.0,0.0,5.0,2.0,43.0,30.0,679.0,5.0,0,0.05301696051634656,0.01710224532785373,0.00077966118406392
65518,Computer Science,28.0,Male,3.65,0.1589131844389677,Private Scholarship,Paid,1,9.0,4.0,11.0,226.0,123.0,211.0,2.0,2.0,2.0,2.0,-15.0,24.0,560.0,6.0,0,0.01589131844389677,0.006356527377558708,0.00028326770844735777
15173,Arts,24.0,Male,3.83,0.2705398133055283,Federal Grant,Paid,1,6.0,8.0,3.0,153.0,201.0,85.0,3.0,5.0,2.0,-3.0,-68.0,17.0,439.0,10.0,0,0.03864854475793261,0.015029989628084904,0.0006148632120580188
84817,Computer Science,19.0,Male,3.57,0.0492172400781435,Private Scholarship,Deferred,1,8.0,3.0,4.0,158.0,62.0,120.0,2.0,0.0,1.0,-4.0,-38.0,15.0,340.0,3.0,0,0.005468582230904833,0.003076077504883969,0.00014433208234059677
18286,Computer Science,18.0,Female,3.17,0.3057188631540636,Federal Grant,Paid,1,7.0,12.0,14.0,177.0,215.0,224.0,1.0,0.0,2.0,7.0,47.0,33.0,616.0,3.0,0,0.03821485789425795,0.008991731269237165,0.0004954924848526152
35735,Computer Science,23.0,Female,2.14,0.0960893992303704,Federal Grant,Paid,1,5.0,6.0,3.0,148.0,176.0,99.0,2.0,2.0,0.0,-2.0,-49.0,14.0,423.0,4.0,0,0.0160148998717284,0.00640595994869136,0.00022662594158106224
91276,Computer Science,23.0,Female,2.97,0.2253168409498825,Federal Grant,Delinquent,1,5.0,2.0,2.0,144.0,55.0,67.0,2.0,2.0,0.0,-3.0,-77.0,9.0,266.0,4.0,0,0.03755280682498042,0.02253168409498825,0.0008438832994377622
78085,Business,17.0,Male,3.57,0.671378870533933,Federal Grant,Delinquent,0,3.0,6.0,3.0,63.0,141.0,100.0,1.0,0.0,0.0,0.0,37.0,12.0,304.0,1.0,0,0.16784471763348324,0.051644528502610226,0.002201242198471911
21280,Computer Science,20.0,Female,2.51,0.0409967034876016,No Aid,Paid,1,3.0,5.0,7.0,88.0,76.0,197.0,0.0,1.0,3.0,4.0,109.0,15.0,361.0,4.0,0,0.0102491758719004,0.0025622939679751,0.00011325056212044641
93160,Mathematics,24.0,Female,3.31,0.1309137518971389,Student Loan,Delinquent,1,3.0,2.0,2.0,75.0,55.0,57.0,0.0,0.0,0.0,-1.0,-18.0,7.0,187.0,0.0,0,0.03272843797428473,0.016364218987142364,0.0006963497441337176
57808,Arts,22.0,Female,2.63,0.1518417401107176,Federal Grant,Paid,1,11.0,5.0,2.0,201.0,113.0,72.0,0.0,0.0,1.0,-9.0,-129.0,18.0,386.0,1.0,0,0.012653478342559801,0.007991670532143032,0.0003923559175987535
53569,Computer Science,19.0,Female,3.72,0.1056669694279377,Federal Grant,Paid,1,13.0,11.0,8.0,249.0,179.0,213.0,3.0,1.0,1.0,-5.0,-36.0,32.0,641.0,5.0,0,0.007547640673424122,0.0032020293766041727,0.00016459029505909298
22229,Computer Science,18.0,Female,2.73,0.1152481622187091,Student Loan,Deferred,1,4.0,6.0,2.0,72.0,182.0,50.0,0.0,2.0,0.0,-2.0,-22.0,12.0,304.0,2.0,0,0.023049632443741818,0.008865243247593007,0.0003778628269465872
85628,Computer Science,23.0,Female,2.09,0.1850996559489227,Federal Grant,Paid,1,5.0,8.0,9.0,90.0,239.0,189.0,1.0,3.0,1.0,4.0,99.0,22.0,518.0,5.0,0,0.030849942658153783,0.00804781112821403,0.00035664673593241366
30902,Computer Science,22.0,Female,3.16,0.1135199570209748,Private Scholarship,Paid,1,15.0,9.0,9.0,233.0,216.0,223.0,3.0,1.0,3.0,-6.0,-10.0,33.0,672.0,7.0,0,0.007094997313810925,0.003338822265322788,0.00016867749928822407
17180,Mathematics,26.0,Male,2.09,0.0664862851322981,No Aid,Delinquent,1,3.0,3.0,8.0,95.0,107.0,148.0,1.0,2.0,1.0,5.0,53.0,14.0,350.0,4.0,0,0.016621571283074524,0.004432419008819873,0.00018941961576153304
14684,Computer Science,18.0,Male,2.43,0.1599288873896065,Federal Grant,Paid,1,7.0,2.0,10.0,174.0,57.0,240.0,3.0,0.0,2.0,3.0,66.0,19.0,471.0,5.0,0,0.019991110923700813,0.007996444369480325,0.0003388323885373019
91702,Computer Science,31.0,Male,3.0,0.0398642870321674,Private Scholarship,Deferred,1,4.0,3.0,7.0,116.0,52.0,212.0,1.0,3.0,1.0,3.0,96.0,14.0,380.0,5.0,0,0.00797285740643348,0.0026576191354778264,0.00010463067462511129
34112,Computer Science,24.0,Female,3.59,0.0927224372074269,Student Loan,Paid,1,8.0,9.0,4.0,185.0,193.0,78.0,1.0,3.0,2.0,-4.0,-107.0,21.0,456.0,6.0,0,0.010302493023047433,0.004214656236701223,0.0002028937356836475
54319,Arts,34.0,Male,2.64,0.0475673325437312,Student Loan,Deferred,1,10.0,9.0,11.0,163.0,199.0,242.0,1.0,2.0,2.0,1.0,79.0,30.0,604.0,5.0,0,0.004324302958521018,0.0015344300820558452,7.86236901549276e-05
23108,Computer Science,17.0,Male,2.58,0.0767680884684841,Student Loan,Paid,1,8.0,3.0,2.0,245.0,88.0,70.0,6.0,2.0,1.0,-6.0,-175.0,13.0,403.0,9.0,0,0.008529787607609344,0.005483434890606007,0.0001900200209615943
77681,Computer Science,21.0,Female,2.23,0.4130644243468854,Student Loan,Paid,0,11.0,8.0,8.0,216.0,217.0,249.0,3.0,2.0,1.0,-3.0,33.0,27.0,682.0,6.0,0,0.03442203536224045,0.014752300869531621,0.0006047795378431704
68683,Arts,19.0,Male,3.17,0.2534354395267383,Private Scholarship,Paid,1,2.0,7.0,4.0,67.0,180.0,117.0,0.0,1.0,1.0,2.0,50.0,13.0,364.0,2.0,0,0.0844784798422461,0.018102531394767023,0.0006943436699362694
75065,Business,24.0,Male,3.07,0.2187584718949792,Federal Grant,Paid,1,5.0,3.0,3.0,135.0,61.0,85.0,1.0,0.0,0.0,-2.0,-50.0,11.0,281.0,1.0,0,0.03645974531582987,0.018229872657914935,0.0007757392620389334
91454,Mathematics,20.0,Female,2.02,0.0020478027758144,Federal Grant,Paid,1,14.0,7.0,12.0,241.0,216.0,233.0,2.0,1.0,2.0,-2.0,-8.0,33.0,690.0,5.0,0,0.00013652018505429334,6.0229493406305886e-05,2.963535131424602e-06
68392,Computer Science,23.0,Female,3.41,0.0524416839301295,Federal Grant,Deferred,1,4.0,4.0,7.0,100.0,110.0,174.0,1.0,3.0,3.0,3.0,74.0,15.0,384.0,7.0,0,0.0104883367860259,0.0032776052456330936,0.00013621216605228442
92964,Computer Science,23.0,Female,2.92,0.1907946381244671,Private Scholarship,Paid,1,5.0,7.0,3.0,75.0,200.0,91.0,1.0,3.0,4.0,-2.0,16.0,15.0,366.0,8.0,0,0.03179910635407785,0.011924664882779193,0.0005198763981593109
45034,Mathematics,22.0,Male,2.58,0.0053756240576857,No Aid,Paid,1,8.0,8.0,5.0,142.0,133.0,167.0,0.0,2.0,3.0,-3.0,25.0,21.0,442.0,5.0,0,0.0005972915619650778,0.0002443465480766227,1.2134591552337923e-05
33895,Computer Science,28.0,Male,3.42,0.3872827239048585,Student Loan,Paid,1,2.0,5.0,9.0,62.0,93.0,217.0,0.0,0.0,1.0,7.0,155.0,16.0,372.0,1.0,0,0.1290942413016195,0.022781336700285794,0.0010382914849996208
53299,Computer Science,23.0,Female,3.62,0.3130213074047778,Student Loan,Paid,1,10.0,4.0,2.0,222.0,60.0,60.0,2.0,1.0,1.0,-8.0,-162.0,16.0,342.0,4.0,0,0.028456482491343436,0.018413018082633986,0.0009125985638623259
62966,Business,25.0,Prefer not to say,3.19,0.0744720483676142,Federal Grant,Deferred,1,9.0,5.0,15.0,221.0,77.0,245.0,2.0,0.0,0.0,6.0,24.0,29.0,543.0,2.0,0,0.00744720483676142,0.0024824016122538066,0.00013689714773458493
98158,Computer Science,33.0,Female,2.19,0.3461547251051068,Federal Grant,Delinquent,1,11.0,6.0,2.0,185.0,171.0,71.0,5.0,1.0,0.0,-9.0,-114.0,19.0,427.0,6.0,0,0.028846227092092235,0.017307736255255342,0.0008087727222081935
27308,Business,22.0,Male,3.81,0.105893979126464,Student Loan,Deferred,1,6.0,4.0,7.0,165.0,77.0,198.0,3.0,2.0,4.0,1.0,33.0,17.0,440.0,9.0,0,0.015127711303780572,0.005882998840359112,0.00024012240164731068
99617,Arts,24.0,Male,2.04,0.2579716903998712,Private Scholarship,Deferred,1,4.0,7.0,7.0,120.0,182.0,214.0,1.0,1.0,0.0,3.0,94.0,18.0,516.0,2.0,0,0.051594338079974246,0.013577457389466906,0.0004989781245645478
54615,Computer Science,21.0,Female,2.42,0.0783303019276168,Federal Grant,Paid,1,5.0,5.0,8.0,113.0,88.0,176.0,1.0,0.0,2.0,3.0,63.0,18.0,377.0,3.0,0,0.013055050321269466,0.004122647469874568,0.0002072230209725312
80785,Business,22.0,Female,2.53,0.2522950587094316,Federal Grant,Paid,1,6.0,2.0,9.0,144.0,68.0,163.0,1.0,0.0,0.0,3.0,19.0,17.0,375.0,1.0,0,0.03604215124420451,0.014016392150523978,0.0006709974965676372
71366,Business,22.0,Female,2.71,0.1620084696756459,No Aid,Paid,1,2.0,6.0,5.0,52.0,161.0,83.0,1.0,0.0,1.0,3.0,31.0,13.0,296.0,2.0,0,0.054002823225215296,0.01157203354826042,0.0005454830628809626
10491,Computer Science,18.0,Female,3.8,0.3693581165259849,No Aid,Paid,0,6.0,2.0,10.0,162.0,75.0,246.0,0.0,1.0,0.0,4.0,84.0,18.0,483.0,1.0,0,0.05276544521799784,0.019439900869788678,0.0007631366043925308
53192,Business,37.0,Male,3.59,0.0226443495509005,No Aid,Paid,1,11.0,4.0,9.0,190.0,111.0,195.0,1.0,0.0,1.0,-2.0,5.0,24.0,496.0,2.0,0,0.0018870291292417084,0.00090577398203602,4.556207153098692e-05
10655,Mathematics,23.0,Female,2.4,0.0087962912616736,Private Scholarship,Paid,1,5.0,5.0,8.0,141.0,160.0,183.0,3.0,0.0,1.0,3.0,42.0,18.0,484.0,4.0,0,0.0014660485436122667,0.0004629626979828211,1.813668301376e-05
20399,Computer Science,22.0,Male,3.91,0.0500844796832375,Federal Grant,Paid,1,7.0,7.0,5.0,181.0,162.0,102.0,2.0,1.0,1.0,-2.0,-79.0,19.0,445.0,4.0,0,0.006260559960404688,0.002504223984161875,0.00011229703964851457
35159,Computer Science,20.0,Female,2.72,0.1955339310968653,Federal Grant,Deferred,1,12.0,3.0,6.0,246.0,77.0,149.0,3.0,0.0,2.0,-6.0,-97.0,21.0,472.0,5.0,0,0.015041071622835791,0.008887905958948422,0.00041339097483481034
46908,Computer Science,19.0,Female,2.44,0.1517728636230897,Federal Grant,Paid,1,5.0,8.0,3.0,114.0,236.0,98.0,1.0,2.0,1.0,-2.0,-16.0,16.0,448.0,4.0,0,0.02529547727051495,0.008927815507240571,0.0003380241951516474
