student_id,quarter,time_on_materials_min,logins,forum_posts
77731,Q2,227,9,1
77731,Q3,54,2,2
78905,Q1,134,8,1
78905,Q2,70,3,1
78905,Q3,213,10,3
13638,Q1,243,13,1
13638,Q2,117,6,2
13638,Q3,127,6,1
31161,Q1,52,3,0
31161,Q2,113,3,1
31161,Q3,167,8,1
71873,Q1,158,9,4
71873,Q2,52,1,1
71873,Q3,60,2,2
12744,Q1,94,4,2
12744,Q2,195,12,4
12744,Q3,177,8,4
49269,Q1,248,10,6
49269,Q2,80,3,3
49269,Q3,88,5,1
97647,Q1,214,8,2
97647,Q2,237,9,2
97647,Q3,116,4,1
93253,Q1,186,9,1
93253,Q2,206,7,1
93253,Q3,136,5,1
57849,Q1,219,7,3
57849,Q2,191,10,1
57849,Q3,89,4,1
34542,Q1,120,5,1
34542,Q2,233,11,6
34542,Q3,160,9,0
24254,Q1,241,10,2
24254,Q2,210,13,3
24254,Q3,131,5,0
18795,Q1,101,5,0
18795,Q2,174,6,4
18795,Q3,86,4,1
80330,Q1,163,8,3
80330,Q2,89,5,1
80330,Q3,229,10,2
82767,Q1,136,6,1
82767,Q2,240,10,1
82767,Q3,156,7,0
97534,Q1,248,16,2
97534,Q2,221,8,1
97534,Q3,74,2,1
26349,Q1,83,4,0
26349,Q2,104,3,4
26349,Q3,62,2,0
15210,Q1,101,5,2
15210,Q2,58,2,1
15210,Q3,140,5,0
12107,Q1,132,8,3
12107,Q2,50,1,1
12107,Q3,136,5,1
87983,Q1,62,2,0
87983,Q2,83,3,0
87983,Q3,155,6,0
35899,Q1,166,7,1
35899,Q2,143,5,1
35899,Q3,110,5,2
40719,Q1,170,6,1
40719,Q2,224,10,6
40719,Q3,172,10,0
13727,Q1,156,7,1
13727,Q2,219,8,0
13727,Q3,248,14,2
20550,Q1,122,8,0
20550,Q2,148,6,1
20550,Q3,84,4,2
21762,Q1,206,7,3
21762,Q2,169,7,1
21762,Q3,133,4,1
77944,Q1,62,2,2
77944,Q2,63,3,2
77944,Q3,124,4,2
39640,Q1,67,3,1
39640,Q2,131,4,3
39640,Q3,219,10,3
77186,Q1,106,6,0
77186,Q2,160,8,3
77186,Q3,204,10,1
60644,Q1,148,5,1
60644,Q2,97,4,2
60644,Q3,69,3,1
55069,Q1,101,3,0
55069,Q2,212,8,4
55069,Q3,208,13,1
57238,Q1,67,3,2
57238,Q2,212,7,2
57238,Q3,79,4,0
66758,Q1,245,11,3
66758,Q2,118,6,0
66758,Q3,226,10,3
82938,Q1,197,13,1
82938,Q2,111,5,0
82938,Q3,115,4,0
24029,Q1,155,8,3
24029,Q2,235,11,2
24029,Q3,247,9,1
16322,Q1,217,7,0
16322,Q2,173,7,1
16322,Q3,193,9,2
89478,Q1,93,5,0
89478,Q2,80,2,2
89478,Q3,126,7,0
63043,Q1,142,4,1
63043,Q2,74,2,1
63043,Q3,78,3,0
15353,Q1,62,2,0
15353,Q2,220,7,1
15353,Q3,243,16,0
92216,Q1,77,3,0
92216,Q2,156,6,2
92216,Q3,72,2,1
73541,Q1,142,4,1
73541,Q2,246,8,0
73541,Q3,153,8,2
15719,Q1,238,11,4
15719,Q2,106,7,1
15719,Q3,209,10,2
64416,Q1,243,9,4
64416,Q2,177,7,1
64416,Q3,186,12,1
57394,Q1,240,9,4
57394,Q2,97,6,1
57394,Q3,93,3,1
37665,Q1,168,9,0
37665,Q2,93,3,1
37665,Q3,179,6,1
22691,Q1,179,8,4
22691,Q2,112,5,2
22691,Q3,70,4,0
48896,Q1,89,3,3
48896,Q2,215,9,0
48896,Q3,185,10,4
54451,Q1,211,7,0
54451,Q2,191,7,1
54451,Q3,125,5,2
85862,Q1,153,8,0
85862,Q2,205,13,4
85862,Q3,158,9,2
65914,Q1,85,4,1
65914,Q2,167,9,0
65914,Q3,102,6,1
11390,Q1,113,4,1
11390,Q2,208,10,0
11390,Q3,100,3,1
40037,Q1,232,10,2
40037,Q2,114,4,0
40037,Q3,52,3,0
39952,Q1,208,10,1
39952,Q2,129,5,2
39952,Q3,134,7,4
35873,Q1,50,2,0
35873,Q2,167,9,0
35873,Q3,208,8,3
54914,Q1,181,6,2
54914,Q2,142,6,1
54914,Q3,114,4,0
21177,Q1,183,7,5
21177,Q2,233,14,0
21177,Q3,149,5,0
55358,Q1,102,5,0
55358,Q2,160,8,0
55358,Q3,88,4,1
81658,Q1,97,3,2
81658,Q2,217,11,2
81658,Q3,102,3,1
77548,Q1,105,5,1
77548,Q2,222,7,2
77548,Q3,115,5,1
47617,Q1,142,9,0
47617,Q2,142,9,0
47617,Q3,51,1,0
52390,Q1,239,15,4
52390,Q2,182,11,3
52390,Q3,150,6,2
82945,Q1,200,8,2
82945,Q2,188,7,1
82945,Q3,72,3,0
78569,Q1,161,5,0
78569,Q2,59,3,0
78569,Q3,159,6,3
16016,Q1,154,7,2
16016,Q2,232,10,3
16016,Q3,185,12,4
88842,Q1,93,3,1
88842,Q2,165,6,1
88842,Q3,58,3,2
13611,Q1,81,5,1
13611,Q2,176,6,1
13611,Q3,106,3,0
59715,Q1,163,10,3
59715,Q2,127,4,1
59715,Q3,76,3,0
12054,Q1,225,8,3
12054,Q2,211,7,0
12054,Q3,233,13,3
87063,Q1,216,7,0
87063,Q2,229,12,2
87063,Q3,167,5,1
42534,Q1,67,4,0
42534,Q2,239,8,4
42534,Q3,55,3,0
76429,Q1,107,4,2
76429,Q2,230,15,3
76429,Q3,70,2,1
62141,Q1,83,4,1
62141,Q2,226,9,4
62141,Q3,164,6,1
24411,Q1,111,5,1
24411,Q2,104,5,0
24411,Q3,177,11,2
80144,Q1,117,4,3
80144,Q2,221,13,2
80144,Q3,87,4,1
20034,Q1,166,7,2
20034,Q2,52,3,2
20034,Q3,90,3,2
36882,Q1,218,13,2
36882,Q2,158,6,4
36882,Q3,210,7,2
59778,Q1,223,13,3
59778,Q2,86,5,0
59778,Q3,181,7,0
18589,Q1,202,11,4
18589,Q2,221,7,3
18589,Q3,209,13,1
40962,Q1,138,5,3
40962,Q2,121,5,1
40962,Q3,216,12,5
63350,Q1,110,5,2
63350,Q2,74,2,0
63350,Q3,137,8,0
48727,Q1,193,6,0
48727,Q2,117,6,0
48727,Q3,170,6,4
66781,Q1,215,7,1
66781,Q2,213,10,4
66781,Q3,111,4,0
17876,Q1,146,9,2
17876,Q2,152,8,0
17876,Q3,91,4,3
73072,Q1,182,7,1
73072,Q2,218,9,2
73072,Q3,72,4,1
99519,Q1,121,5,0
99519,Q2,225,12,3
99519,Q3,64,3,1
67335,Q1,213,9,3
67335,Q2,205,8,5
67335,Q3,92,4,0
30680,Q1,89,4,0
30680,Q2,179,9,1
30680,Q3,229,9,5
67286,Q1,245,8,2
67286,Q2,64,2,0
67286,Q3,120,4,0
99266,Q1,161,8,3
99266,Q2,103,5,2
99266,Q3,160,8,0
59513,Q1,230,9,2
59513,Q2,191,9,2
59513,Q3,126,7,2
88480,Q1,70,3,1
88480,Q2,139,6,0
88480,Q3,164,9,1
54426,Q1,144,5,3
54426,Q2,100,5,1
54426,Q3,56,2,0
59133,Q1,205,12,3
59133,Q2,165,8,2
59133,Q3,234,11,2
61418,Q1,67,3,0
61418,Q2,171,6,0
61418,Q3,163,7,4
42433,Q1,100,6,0
42433,Q2,227,14,3
42433,Q3,215,9,3
34402,Q1,241,14,0
34402,Q2,61,2,1
34402,Q3,117,4,2
17696,Q1,77,3,0
17696,Q2,95,5,2
17696,Q3,103,6,1
75590,Q1,199,11,2
75590,Q2,170,6,1
75590,Q3,234,9,3
30268,Q1,96,5,2
30268,Q2,68,2,0
30268,Q3,83,4,1
74172,Q1,218,12,2
74172,Q2,145,5,0
74172,Q3,120,7,1
67519,Q1,90,3,1
67519,Q2,97,6,1
67519,Q3,218,12,1
32285,Q1,171,6,0
32285,Q2,208,12,1
32285,Q3,173,6,0
64010,Q1,65,2,0
64010,Q2,60,2,1
64010,Q3,93,5,2
95752,Q1,96,4,3
95752,Q2,130,5,3
95752,Q3,57,2,1
95218,Q1,163,7,3
95218,Q2,80,3,0
95218,Q3,102,5,2
89850,Q1,95,3,1
89850,Q2,131,5,2
89850,Q3,150,7,1
30225,Q1,175,6,5
30225,Q2,106,7,0
30225,Q3,98,4,1
31272,Q1,152,6,1
31272,Q2,72,4,1
31272,Q3,176,7,2
84026,Q1,224,9,3
84026,Q2,123,4,0
84026,Q3,213,7,0
80174,Q1,69,3,2
80174,Q2,199,7,1
80174,Q3,49,1,0
65145,Q1,106,5,1
65145,Q2,156,7,0
65145,Q3,169,8,4
24827,Q1,73,3,2
24827,Q2,101,4,1
24827,Q3,86,3,0
52887,Q1,217,10,1
52887,Q2,204,8,3
52887,Q3,117,5,2
22077,Q1,95,4,1
22077,Q2,148,7,3
22077,Q3,143,6,1
88756,Q1,132,5,0
88756,Q2,151,5,1
88756,Q3,208,12,0
21451,Q1,115,7,1
21451,Q2,60,2,1
21451,Q3,219,7,0
35573,Q1,232,12,4
35573,Q2,222,7,2
35573,Q3,181,8,3
16724,Q1,116,6,4
16724,Q2,61,3,1
16724,Q3,207,9,2
23027,Q1,246,16,2
23027,Q2,142,7,2
23027,Q3,34,1,0
42753,Q1,183,10,2
42753,Q2,129,6,1
42753,Q3,237,8,2
43294,Q1,156,9,1
43294,Q2,246,9,3
43294,Q3,124,4,2
52972,Q1,232,11,1
52972,Q2,183,7,2
52972,Q3,164,6,3
64765,Q1,232,9,2
64765,Q2,201,8,3
64765,Q3,125,5,1
82533,Q1,240,8,1
82533,Q2,210,9,1
82533,Q3,127,4,0
23579,Q1,114,6,0
23579,Q2,188,11,3
23579,Q3,80,2,2
83265,Q1,228,9,1
83265,Q2,161,7,0
83265,Q3,145,6,1
86730,Q1,81,3,0
86730,Q2,81,3,0
86730,Q3,127,5,0
27486,Q1,168,11,1
27486,Q2,150,5,1
27486,Q3,76,4,1
62295,Q1,160,10,1
62295,Q2,242,8,2
62295,Q3,100,5,0
88027,Q1,140,5,2
88027,Q2,185,12,2
88027,Q3,74,4,0
57023,Q1,113,5,2
57023,Q2,224,9,1
57023,Q3,199,6,2
39679,Q1,97,3,0
39679,Q2,76,3,1
39679,Q3,238,9,5
92795,Q1,238,12,3
92795,Q2,108,5,0
92795,Q3,142,4,3
77129,Q1,83,3,3
77129,Q2,167,8,2
77129,Q3,198,9,1
32374,Q1,88,4,0
32374,Q2,234,11,1
32374,Q3,152,6,1
65009,Q1,225,7,1
65009,Q2,177,7,1
65009,Q3,223,7,0
33873,Q1,96,5,1
33873,Q2,226,11,4
33873,Q3,134,8,0
78229,Q1,60,3,0
78229,Q2,57,2,2
78229,Q3,161,8,0
74628,Q1,177,6,0
74628,Q2,176,7,1
74628,Q3,236,15,1
18797,Q1,124,6,0
18797,Q2,225,9,2
18797,Q3,214,11,1
52099,Q1,158,8,2
52099,Q2,126,7,1
52099,Q3,97,3,0
94370,Q1,150,5,1
94370,Q2,87,3,2
94370,Q3,51,3,0
82033,Q1,85,4,0
82033,Q2,218,7,3
82033,Q3,239,9,5
25618,Q1,131,5,1
25618,Q2,121,4,0
25618,Q3,186,8,0
79673,Q1,147,6,0
79673,Q2,160,6,3
79673,Q3,236,10,3
20676,Q1,75,2,0
20676,Q2,110,4,1
20676,Q3,114,6,0
87827,Q1,111,7,2
87827,Q2,206,9,1
87827,Q3,178,11,2
62242,Q1,130,7,3
62242,Q2,222,9,3
62242,Q3,172,11,3
25247,Q1,58,2,0
25247,Q2,66,3,1
25247,Q3,56,2,0
22255,Q1,159,7,2
22255,Q2,148,7,2
22255,Q3,160,6,3
29974,Q1,136,5,0
29974,Q2,74,4,0
29974,Q3,165,9,0
71454,Q1,139,6,1
71454,Q2,91,5,0
71454,Q3,190,11,1
26367,Q1,118,7,1
26367,Q2,72,4,0
26367,Q3,248,16,2
84677,Q1,230,13,2
84677,Q2,243,9,2
84677,Q3,222,7,2
89114,Q1,66,4,0
89114,Q2,157,10,1
89114,Q3,88,3,1
90928,Q1,240,9,2
90928,Q2,56,3,1
90928,Q3,195,10,3
93602,Q1,249,9,1
93602,Q2,112,6,3
93602,Q3,116,7,0
66374,Q1,228,15,0
66374,Q2,55,2,0
66374,Q3,125,4,2
21803,Q1,194,6,6
21803,Q2,125,7,0
21803,Q3,86,3,0
18586,Q1,173,8,2
18586,Q2,159,5,4
18586,Q3,57,1,0
36053,Q1,219,12,1
36053,Q2,97,4,0
36053,Q3,168,7,2
22743,Q1,245,10,2
22743,Q2,195,10,2
22743,Q3,118,4,0
81525,Q1,235,13,3
81525,Q2,196,11,2
81525,Q3,150,8,1
12727,Q1,145,5,3
12727,Q2,65,2,1
12727,Q3,149,5,2
76893,Q1,204,7,3
76893,Q2,153,9,0
76893,Q3,125,7,1
45025,Q1,214,10,4
45025,Q2,75,4,0
45025,Q3,116,7,1
48801,Q1,132,6,0
48801,Q2,167,6,1
48801,Q3,81,3,1
51260,Q1,73,4,1
51260,Q2,135,4,0
51260,Q3,100,5,2
16340,Q1,202,11,2
16340,Q2,215,10,0
16340,Q3,62,3,2
86340,Q1,148,5,3
86340,Q2,180,10,2
86340,Q3,222,13,2
81504,Q1,169,9,3
81504,Q2,207,9,3
81504,Q3,123,5,2
87519,Q1,57,3,0
87519,Q2,130,5,1
87519,Q3,69,3,2
24562,Q1,71,2,0
24562,Q2,175,7,4
24562,Q3,248,9,1
70770,Q1,148,5,4
70770,Q2,84,4,0
70770,Q3,31,1,0
18224,Q1,128,5,3
18224,Q2,59,2,1
18224,Q3,178,6,2
92627,Q1,226,8,1
92627,Q2,149,7,1
92627,Q3,247,8,3
88435,Q1,213,14,1
88435,Q2,147,9,2
88435,Q3,55,3,1
57828,Q1,160,10,2
57828,Q2,227,11,3
57828,Q3,123,5,0
82503,Q1,139,4,0
82503,Q2,186,6,1
82503,Q3,58,3,0
86925,Q1,117,6,0
86925,Q2,185,7,0
86925,Q3,145,5,1
43471,Q1,221,8,1
43471,Q2,244,11,8
43471,Q3,91,4,0
91292,Q1,198,12,2
91292,Q2,144,5,1
91292,Q3,91,6,1
54216,Q1,170,5,2
54216,Q2,237,8,3
54216,Q3,53,1,0
10886,Q1,201,10,4
10886,Q2,158,7,1
10886,Q3,226,10,1
47175,Q1,111,5,2
47175,Q2,236,8,2
47175,Q3,71,3,0
71837,Q1,121,7,1
71837,Q2,50,3,0
71837,Q3,178,9,2
49206,Q1,53,3,0
49206,Q2,65,3,1
49206,Q3,226,9,4
14285,Q1,194,6,3
14285,Q2,221,10,1
14285,Q3,242,11,3
17037,Q1,162,6,0
17037,Q2,233,11,2
17037,Q3,142,7,1
41780,Q1,62,3,0
41780,Q2,167,5,2
41780,Q3,153,9,4
93318,Q1,249,9,4
93318,Q2,132,8,2
93318,Q3,179,11,3
77815,Q1,165,7,5
77815,Q2,65,2,0
77815,Q3,206,7,4
58834,Q1,234,11,3
58834,Q2,239,10,1
58834,Q3,70,2,0
76165,Q1,164,5,2
76165,Q2,103,4,0
76165,Q3,60,2,1
90881,Q1,191,9,2
90881,Q2,173,6,0
90881,Q3,193,8,2
13861,Q1,159,8,4
13861,Q2,188,11,5
13861,Q3,229,9,0
34856,Q1,144,5,2
34856,Q2,247,15,2
34856,Q3,222,13,4
54315,Q1,168,6,1
54315,Q2,219,7,2
54315,Q3,93,3,1
93002,Q1,76,4,2
93002,Q2,54,2,0
93002,Q3,195,12,0
19887,Q1,158,6,1
19887,Q2,51,2,0
19887,Q3,132,7,2
33865,Q1,189,9,1
33865,Q2,180,7,1
33865,Q3,164,5,2
76682,Q1,172,9,0
76682,Q2,50,2,1
76682,Q3,238,10,3
62990,Q1,128,5,1
62990,Q2,60,2,2
62990,Q3,190,8,2
82085,Q1,180,12,1
82085,Q2,138,9,0
82085,Q3,170,11,1
22106,Q1,225,10,2
22106,Q2,102,4,0
22106,Q3,214,7,1
70667,Q1,235,9,2
70667,Q2,90,3,1
70667,Q3,118,5,3
19451,Q1,72,4,0
19451,Q2,84,3,0
19451,Q3,98,5,0
30254,Q1,132,5,1
30254,Q2,205,10,4
30254,Q3,112,4,0
97363,Q1,248,9,2
97363,Q2,109,5,3
97363,Q3,237,9,1
52670,Q1,99,6,1
52670,Q2,88,3,1
52670,Q3,60,3,1
97737,Q1,241,8,0
97737,Q2,243,13,5
97737,Q3,189,10,5
41951,Q1,201,9,3
41951,Q2,115,4,0
41951,Q3,76,3,0
68158,Q1,155,9,0
68158,Q2,174,7,1
68158,Q3,58,3,3
56201,Q1,196,8,1
56201,Q2,167,9,1
56201,Q3,52,2,0
32071,Q1,241,8,0
32071,Q2,93,4,0
32071,Q3,103,5,1
24701,Q1,232,15,1
24701,Q2,222,13,3
24701,Q3,83,2,0
92037,Q1,165,7,2
92037,Q2,141,5,2
92037,Q3,223,9,1
32511,Q1,159,8,0
32511,Q2,129,6,3
32511,Q3,152,6,1
45703,Q1,93,4,1
45703,Q2,234,13,1
45703,Q3,212,13,2
82376,Q1,103,4,2
82376,Q2,114,6,0
82376,Q3,199,9,1
87483,Q1,198,9,2
87483,Q2,229,11,3
87483,Q3,170,11,3
58804,Q1,202,11,2
58804,Q2,155,6,1
58804,Q3,118,6,0
74278,Q1,121,4,3
74278,Q2,134,7,1
74278,Q3,220,11,0
87480,Q1,228,9,1
87480,Q2,55,2,2
87480,Q3,207,9,3
82016,Q1,199,8,1
82016,Q2,158,7,1
82016,Q3,119,7,1
80230,Q1,246,10,3
80230,Q2,128,5,0
80230,Q3,212,8,3
13300,Q1,226,9,1
13300,Q2,183,7,1
13300,Q3,202,7,0
18394,Q1,202,12,1
18394,Q2,82,3,3
18394,Q3,133,7,1
51332,Q1,133,4,0
51332,Q2,98,4,1
51332,Q3,104,4,1
55338,Q1,248,12,2
55338,Q2,115,5,1
55338,Q3,214,11,1
61159,Q1,235,11,2
61159,Q2,156,8,1
61159,Q3,127,5,0
81804,Q1,220,8,3
81804,Q2,85,3,0
81804,Q3,70,4,1
76256,Q1,61,2,1
76256,Q2,129,7,1
76256,Q3,206,8,4
73941,Q1,192,8,3
73941,Q2,99,3,1
73941,Q3,171,6,0
20291,Q1,178,8,0
20291,Q2,69,2,0
20291,Q3,183,6,1
30681,Q1,202,11,0
30681,Q2,195,8,2
30681,Q3,159,5,4
36647,Q1,91,4,0
36647,Q2,125,6,2
36647,Q3,152,6,1
92538,Q1,178,8,4
92538,Q2,161,7,1
92538,Q3,172,10,0
87982,Q1,230,13,3
87982,Q2,211,8,4
87982,Q3,215,8,5
87803,Q1,143,4,1
87803,Q2,144,6,1
87803,Q3,79,3,0
30913,Q1,136,5,1
30913,Q2,91,3,1
30913,Q3,94,3,0
92501,Q1,216,8,1
92501,Q2,116,5,0
92501,Q3,178,8,0
51441,Q1,63,2,0
51441,Q2,104,5,2
51441,Q3,231,9,2
57124,Q1,248,13,5
57124,Q2,109,6,3
57124,Q3,218,11,3
67069,Q1,125,5,3
67069,Q2,115,5,3
67069,Q3,72,2,1
87843,Q1,152,6,4
87843,Q2,238,9,4
87843,Q3,174,7,1
32302,Q1,145,5,2
32302,Q2,172,7,1
32302,Q3,192,12,1
92265,Q1,164,7,3
92265,Q2,148,8,1
92265,Q3,74,2,0
55297,Q1,147,5,2
55297,Q2,233,8,7
55297,Q3,56,2,1
61511,Q1,182,7,0
61511,Q2,244,15,1
61511,Q3,54,2,0
91038,Q1,215,8,4
91038,Q2,216,9,1
91038,Q3,75,3,0
77095,Q1,249,10,1
77095,Q2,197,7,1
77095,Q3,163,9,0
52085,Q1,107,3,2
52085,Q2,188,10,2
52085,Q3,98,4,0
13182,Q1,74,2,0
13182,Q2,242,8,2
13182,Q3,232,8,2
57486,Q1,116,6,1
57486,Q2,61,3,0
57486,Q3,164,7,1
46353,Q1,70,3,0
46353,Q2,96,3,0
46353,Q3,84,3,1
20308,Q1,182,11,2
20308,Q2,193,7,2
20308,Q3,145,9,1
74139,Q1,153,9,0
74139,Q2,51,1,1
74139,Q3,93,3,0
57563,Q1,63,2,0
57563,Q2,162,8,0
57563,Q3,113,5,4
22820,Q1,119,4,0
22820,Q2,109,5,0
22820,Q3,57,2,1
74415,Q1,160,6,4
74415,Q2,162,8,1
74415,Q3,128,6,1
79886,Q1,174,7,4
79886,Q2,157,6,1
79886,Q3,216,8,1
38126,Q1,241,8,3
38126,Q2,100,5,2
38126,Q3,103,4,1
24499,Q1,80,4,0
24499,Q2,80,4,0
24499,Q3,71,3,0
84087,Q1,99,3,1
84087,Q2,120,5,0
84087,Q3,66,4,0
64834,Q1,216,14,4
64834,Q2,84,3,0
64834,Q3,228,12,1
76771,Q1,118,6,2
76771,Q2,116,4,1
76771,Q3,147,9,0
23009,Q1,174,7,2
23009,Q2,93,3,1
23009,Q3,174,7,0
28607,Q1,93,3,3
28607,Q2,192,10,2
28607,Q3,174,7,1
80221,Q1,148,9,0
80221,Q2,205,7,0
80221,Q3,100,3,0
64166,Q1,168,6,2
64166,Q2,76,5,0
64166,Q3,63,3,1
38955,Q1,249,9,1
38955,Q2,58,2,1
38955,Q3,106,4,0
78409,Q1,92,3,0
78409,Q2,212,9,6
78409,Q3,154,9,2
29833,Q1,148,9,0
29833,Q2,203,9,0
29833,Q3,63,2,0
34244,Q1,241,9,1
34244,Q2,227,8,7
34244,Q3,83,4,1
55355,Q1,57,3,0
55355,Q2,84,3,0
55355,Q3,234,11,0
67083,Q1,143,5,2
67083,Q2,137,5,1
67083,Q3,88,4,0
96511,Q1,73,3,1
96511,Q2,62,2,0
96511,Q3,167,5,1
87413,Q1,223,8,4
87413,Q2,116,4,1
87413,Q3,112,6,1
19035,Q1,177,8,3
19035,Q2,240,14,3
19035,Q3,64,2,2
23688,Q1,237,9,3
23688,Q2,248,9,6
23688,Q3,171,11,1
16152,Q1,100,5,3
16152,Q2,237,9,1
16152,Q3,137,6,2
31267,Q1,192,12,1
31267,Q2,61,2,1
31267,Q3,188,6,0
19129,Q1,68,2,2
19129,Q2,232,8,0
19129,Q3,234,11,3
30573,Q1,153,7,5
30573,Q2,126,8,0
30573,Q3,99,4,0
66020,Q1,110,4,1
66020,Q2,231,8,1
66020,Q3,216,8,0
92554,Q1,148,7,2
92554,Q2,136,7,1
92554,Q3,128,6,6
79858,Q1,195,10,2
79858,Q2,155,9,1
79858,Q3,225,9,4
30198,Q1,204,7,4
30198,Q2,128,4,3
30198,Q3,114,4,0
35075,Q1,68,2,0
35075,Q2,53,2,0
35075,Q3,245,12,2
12097,Q1,219,10,1
12097,Q2,88,4,1
12097,Q3,183,9,5
18633,Q1,181,7,2
18633,Q2,86,4,2
18633,Q3,50,2,0
26064,Q1,134,8,0
26064,Q2,222,11,2
26064,Q3,169,6,1
24982,Q1,181,6,5
24982,Q2,105,4,2
24982,Q3,135,5,3
92444,Q1,90,3,0
92444,Q2,177,9,2
92444,Q3,61,4,0
28829,Q1,138,5,0
28829,Q2,155,5,2
28829,Q3,84,3,3
71473,Q1,111,5,0
71473,Q2,113,6,1
71473,Q3,104,4,0
89969,Q1,55,2,0
89969,Q2,211,13,2
89969,Q3,110,6,3
84760,Q1,209,8,5
84760,Q2,152,5,1
84760,Q3,209,9,3
39701,Q1,191,11,4
39701,Q2,96,4,0
39701,Q3,140,5,2
60783,Q1,150,8,1
60783,Q2,151,5,1
60783,Q3,103,4,0
60053,Q1,245,9,1
60053,Q2,65,3,1
60053,Q3,220,14,5
50474,Q1,129,6,3
50474,Q2,63,2,2
50474,Q3,70,3,0
56461,Q1,216,10,3
56461,Q2,132,6,0
56461,Q3,119,6,3
27609,Q1,157,9,2
27609,Q2,234,11,2
27609,Q3,204,10,3
46402,Q1,101,4,0
46402,Q2,73,3,1
46402,Q3,138,4,0
32279,Q1,193,10,1
32279,Q2,173,9,0
32279,Q3,175,11,2
86210,Q1,123,8,0
86210,Q2,148,6,0
86210,Q3,249,9,1
93476,Q1,112,7,4
93476,Q2,161,6,2
93476,Q3,128,7,0
61231,Q1,86,2,1
61231,Q2,216,12,4
61231,Q3,236,10,5
17492,Q1,205,9,3
17492,Q2,243,10,3
17492,Q3,90,5,2
38402,Q1,90,3,2
38402,Q2,51,2,3
38402,Q3,73,3,1
17732,Q1,150,6,1
17732,Q2,80,2,2
17732,Q3,213,7,2
91987,Q1,150,7,1
91987,Q2,94,4,0
91987,Q3,85,5,1
16717,Q1,97,3,1
16717,Q2,214,14,2
16717,Q3,189,9,1
21471,Q1,65,3,0
21471,Q2,55,2,0
21471,Q3,115,6,0
61071,Q1,146,5,1
61071,Q2,138,6,2
61071,Q3,149,7,1
58369,Q1,104,6,2
58369,Q2,89,3,0
58369,Q3,127,5,0
72652,Q1,185,12,1
72652,Q2,189,6,0
72652,Q3,67,2,1
87648,Q1,155,5,2
87648,Q2,91,3,0
87648,Q3,139,6,2
31196,Q1,235,15,0
31196,Q2,210,8,3
31196,Q3,180,10,1
59126,Q1,110,5,1
59126,Q2,55,1,1
59126,Q3,55,2,0
36586,Q1,57,2,2
36586,Q2,187,7,4
36586,Q3,153,9,5
97083,Q1,110,4,1
97083,Q2,142,6,2
97083,Q3,213,8,0
90849,Q1,161,8,0
90849,Q2,167,9,2
90849,Q3,131,8,1
62250,Q1,172,9,2
62250,Q2,148,5,4
62250,Q3,64,2,1
87291,Q1,237,10,2
87291,Q2,123,4,0
87291,Q3,74,3,0
63131,Q1,139,4,0
63131,Q2,222,10,3
63131,Q3,65,3,0
42090,Q1,216,7,4
42090,Q2,112,4,0
42090,Q3,46,1,1
47894,Q1,235,14,1
47894,Q2,76,4,1
47894,Q3,154,7,1
21181,Q1,60,2,1
21181,Q2,226,9,1
21181,Q3,167,6,4
70959,Q1,123,7,1
70959,Q2,93,4,2
70959,Q3,114,3,0
59707,Q1,232,8,1
59707,Q2,248,8,3
59707,Q3,94,6,4
61152,Q1,57,3,2
61152,Q2,124,4,1
61152,Q3,205,12,2
18880,Q1,90,4,3
18880,Q2,54,2,0
18880,Q3,170,8,2
15111,Q1,226,9,4
15111,Q2,152,7,2
15111,Q3,247,9,1
54578,Q1,216,14,2
54578,Q2,111,6,0
54578,Q3,57,3,0
38622,Q1,186,8,1
38622,Q2,222,13,2
38622,Q3,51,1,0
23609,Q1,119,5,0
23609,Q2,75,3,0
23609,Q3,105,3,1
44756,Q1,106,4,1
44756,Q2,183,9,2
44756,Q3,140,5,1
30988,Q1,85,4,2
30988,Q2,83,4,1
30988,Q3,81,5,2
41563,Q1,54,1,0
41563,Q2,221,12,7
41563,Q3,70,2,0
39958,Q1,114,4,1
39958,Q2,229,10,2
39958,Q3,233,8,2
43269,Q1,55,2,0
43269,Q2,187,7,2
43269,Q3,152,9,2
45520,Q1,93,3,0
45520,Q2,126,7,1
45520,Q3,193,10,1
29418,Q1,136,5,2
29418,Q2,59,2,1
29418,Q3,68,3,1
22783,Q1,95,5,1
22783,Q2,198,13,1
22783,Q3,242,12,2
40419,Q1,57,2,0
40419,Q2,96,6,1
40419,Q3,202,10,1
61710,Q1,217,10,3
61710,Q2,100,4,0
61710,Q3,143,5,1
96957,Q1,175,9,5
96957,Q2,127,6,0
96957,Q3,160,8,2
83003,Q1,172,6,3
83003,Q2,226,10,1
83003,Q3,127,4,0
39026,Q1,145,6,1
39026,Q2,116,4,1
39026,Q3,166,5,2
21126,Q1,127,5,2
21126,Q2,120,4,1
21126,Q3,210,11,5
54165,Q1,205,9,3
54165,Q2,202,8,2
54165,Q3,107,4,0
97306,Q1,153,6,2
97306,Q2,131,7,2
97306,Q3,77,3,1
10708,Q1,136,7,2
10708,Q2,142,7,3
10708,Q3,201,9,3
66507,Q1,76,3,0
66507,Q2,207,9,1
66507,Q3,214,9,4
57019,Q1,88,5,1
57019,Q2,57,2,0
57019,Q3,150,7,0
70943,Q1,242,8,2
70943,Q2,131,8,0
70943,Q3,73,4,1
59468,Q1,219,8,4
